,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
260,PLAY,"Dave & Buster's Entertainment, Inc.",15.23,-0.04,-0.26%,3.02M,9.024M,722.705M,35.09
261,SPWH,"Sportsman's Warehouse Holdings, Inc.",16.58,+0.14,+0.85%,"428,428","940,269",720.486M,29.77
262,HZO,"MarineMax, Inc.",32.23,+0.61,+1.93%,"399,661","368,000",697.074M,12.71
263,DDS,"Dillard's, Inc.",29.42,+2.36,+8.72%,2.043M,"763,784",683.427M,N/A
264,TUP,Tupperware Brands Corporation,13.80,+0.14,+1.02%,1.319M,4.103M,677.823M,N/A
265,ANF,Abercrombie & Fitch Co.,10.82,+0.12,+1.12%,1.165M,2.569M,674.907M,N/A
266,CRMT,"America's Car-Mart, Inc.",98.75,+1.79,+1.85%,"50,868","57,738",673.902M,13.36
267,LL,"Lumber Liquidators Holdings, Inc.",22.82,-0.16,-0.70%,"696,293",1.238M,658.425M,20.45
268,EVRI,Everi Holdings Inc.,7.42,0.00,0.00%,1.344M,4.014M,634.046M,N/A
269,PACK,Ranpak Holdings Corp.,8.86,-0.07,-0.78%,"111,409","235,836",629.749M,268.48
270,ZUMZ,Zumiez Inc.,24.73,+0.25,+1.02%,"201,371","327,187",628.904M,13.96
271,DESP,"Despegar.com, Corp.",8.99,0.00,0.00%,"150,909","369,357",626.138M,N/A
272,SRI,"Stoneridge, Inc.",23.09,-0.02,-0.09%,"81,492","199,730",623.504M,N/A
273,LOCO,"El Pollo Loco Holdings, Inc.",17.32,-0.15,-0.86%,"184,509","370,461",622.171M,31.90
274,PRTS,"CarParts.com, Inc.",14.53,-0.01,-0.07%,4.481M,1.306M,616.371M,N/A
275,MYE,"Myers Industries, Inc.",16.57,-0.13,-0.78%,"90,969","166,314",593.12M,16.39
276,GIII,"G-III Apparel Group, Ltd.",12.23,+0.30,+2.47%,"983,082",1.514M,587.926M,6.42
277,DBI,Designer Brands Inc.,7.30,+0.38,+5.49%,2.31M,1.856M,526.383M,N/A
278,CARS,Cars.com Inc.,8.64,+0.17,+2.01%,1.046M,1.454M,580.608M,N/A
279,BJRI,"BJ's Restaurants, Inc.",25.52,+0.66,+2.63%,"393,571","664,663",568.586M,N/A
280,MPX,Marine Products Corporation,15.79,+0.30,+1.94%,"88,161","60,912",536.369M,30.96
281,HUD,Hudson Ltd.,5.73,+0.29,+5.33%,"601,790","751,109",529.67M,N/A
282,GTX,Garrett Motion Inc.,7.02,+0.10,+1.45%,"658,596","957,782",530.964M,2.45
283,TILE,"Interface, Inc.",8.35,+0.13,+1.58%,"256,066","523,909",488.874M,N/A
284,KNDI,"Kandi Technologies Group, Inc.",9.23,+0.40,+4.53%,3.964M,5.652M,503.965M,71.55
285,HIBB,"Hibbett Sports, Inc.",26.46,+0.73,+2.84%,"368,063","428,765",437.447M,N/A
286,KBAL,"Kimball International, Inc.",11.81,+0.10,+0.85%,"92,199","186,187",432.74M,10.64
287,CSV,"Carriage Services, Inc.",22.97,-0.25,-1.08%,"48,670","162,887",411.942M,79.48
288,BXG,Bluegreen Vacations Corporation,5.67,+0.03,+0.53%,"73,226","131,968",410.986M,18.84
289,NLS,"Nautilus, Inc.",13.74,-0.37,-2.62%,"893,623",1.421M,411.748M,N/A
290,PLCE,"The Children's Place, Inc.",27.78,+0.33,+1.20%,"441,060","947,177",405.191M,N/A
291,CLAR,Clarus Corporation,13.17,+0.03,+0.23%,"129,294","144,446",394.455M,30.56
292,CHUY,"Chuy's Holdings, Inc.",19.56,+0.06,+0.31%,"152,570","283,384",385.134M,N/A
293,SCVL,"Shoe Carnival, Inc.",27.14,+0.50,+1.88%,"239,159","167,290",382.346M,30.53
294,LEGH,Legacy Housing Corporation,15.37,+0.58,+3.92%,"54,301","32,812",380.626M,12.21
295,NDLS,Noodles & Company,8.49,+0.09,+1.13%,"175,626","321,639",376.572M,N/A
296,TAST,"Carrols Restaurant Group, Inc.",7.07,-0.18,-2.48%,"285,722","718,339",372.757M,N/A
297,MPAA,"Motorcar Parts of America, Inc.",18.82,+0.13,+0.70%,"51,739","117,584",357.968M,N/A
298,HVT,"Haverty Furniture Companies, Inc.",19.00,+0.65,+3.54%,"334,628","200,720",356.818M,13.38
299,MOD,Modine Manufacturing Company,6.91,+0.04,+0.58%,"277,085","500,223",353.43M,N/A
300,BZH,"Beazer Homes USA, Inc.",11.40,-0.03,-0.26%,"361,945","520,157",353.636M,11.01
301,HVT-A,"Haverty Furniture Companies, Inc.",17.89,0.00,0.00%,0,80,344.611M,12.60
302,CONN,"Conn's, Inc.",11.79,+0.40,+3.51%,"226,580","673,074",342.155M,N/A
303,MLR,"Miller Industries, Inc.",29.87,-0.25,-0.83%,"22,785","51,873",340.682M,10.98
304,RGS,Regis Corporation,9.31,0.00,0.00%,"406,476","629,857",331.661M,N/A
305,ETH,Ethan Allen Interiors Inc.,13.17,+0.25,+1.93%,"325,945","340,698",329.949M,38.74
306,BBX,BBX Capital Corporation,16.88,-0.06,-0.35%,"48,653","52,711",325.31M,N/A
307,CSPR,Casper Sleep Inc.,8.17,-0.53,-6.09%,"425,200","295,220",328.038M,N/A
308,FNKO,"Funko, Inc.",6.24,-0.03,-0.48%,"658,533",1.046M,309.027M,N/A
309,BH,Biglari Holdings Inc.,95.92,+8.13,+9.26%,"23,612","15,842",300.138M,N/A
310,FOSL,"Fossil Group, Inc.",5.62,+0.32,+6.04%,3.387M,2.048M,288.232M,N/A
311,CAL,"Caleres, Inc.",7.44,+0.07,+0.95%,"410,657",1.034M,288.465M,N/A
312,GCO,Genesco Inc.,19.28,+0.69,+3.71%,"208,550","380,596",283.069M,N/A
313,BH-A,Biglari Holdings Inc.,486.00,+35.98,+8.00%,"2,920",794,296.662M,N/A
314,HOFT,Hooker Furniture Corporation,23.26,+0.08,+0.35%,"36,904","67,626",276.561M,N/A
315,CPS,Cooper-Standard Holdings Inc.,16.07,+0.31,+1.97%,"171,993","285,884",271.527M,N/A
316,DLTH,Duluth Holdings Inc.,8.19,+0.18,+2.25%,"96,247","392,996",268.692M,24.16
317,LQDT,"Liquidity Services, Inc.",7.84,+0.40,+5.38%,"392,280","297,020",266.914M,N/A
318,TA,TravelCenters of America Inc.,17.63,+0.48,+2.80%,"292,541","378,804",253.83M,5.04
319,MOV,"Movado Group, Inc.",10.82,+0.12,+1.12%,"207,650","243,131",250.262M,N/A
320,FRGI,"Fiesta Restaurant Group, Inc.",9.44,+0.10,+1.07%,"180,204","255,906",245.029M,N/A
321,RUTH,"Ruth's Hospitality Group, Inc.",8.76,-0.03,-0.34%,"631,632",1.886M,305.929M,N/A
322,UFI,"Unifi, Inc.",12.90,0.00,0.00%,"63,551","147,534",237.959M,N/A
323,NATH,"Nathan's Famous, Inc.",52.16,+0.23,+0.44%,"4,398","7,092",214.623M,18.14
324,CTRN,"Citi Trends, Inc.",19.89,+0.43,+2.21%,"125,352","204,130",211.162M,N/A
325,CATO,The Cato Corporation,8.16,+0.27,+3.42%,"407,955","303,209",195.968M,N/A
326,LCUT,"Lifetime Brands, Inc.",9.00,+0.14,+1.58%,"23,673","33,063",195.918M,N/A
327,WEYS,"Weyco Group, Inc.",19.23,-0.14,-0.72%,"3,228","13,846",188.711M,24.62
328,TLYS,"Tilly's, Inc.",5.95,+0.08,+1.36%,"198,466","318,173",177.189M,39.14
329,HOV,"Hovnanian Enterprises, Inc.",28.53,-0.12,-0.42%,"123,925","218,638",174.936M,N/A
330,RCKY,"Rocky Brands, Inc.",23.19,-0.27,-1.15%,"12,824","34,619",171.613M,11.98
331,DS-PD,Drive Shack Inc.,13.00,0.00,0.00%,0,"1,617",164.407M,N/A
332,HZN,Horizon Global Corporation,5.97,+0.04,+0.67%,"90,490","94,376",153.976M,1.88
333,BGFV,Big 5 Sporting Goods Corporation,6.65,+0.23,+3.58%,1.904M,2.255M,145.643M,10.61
334,CULP,"Culp, Inc.",11.60,+0.27,+2.38%,"71,228","142,061",142.505M,N/A
335,DS-PB,Drive Shack Inc.,11.85,+0.10,+0.89%,"1,600","8,977",143.735M,N/A
336,FLXS,"Flexsteel Industries, Inc.",17.94,+0.33,+1.87%,"65,007","93,395",143.532M,N/A
337,DS-PC,Drive Shack Inc.,10.85,+0.20,+1.85%,553,"1,535",138.69M,N/A
338,RRGB,"Red Robin Gourmet Burgers, Inc.",9.71,-0.03,-0.31%,"850,569",1.302M,150.903M,N/A
339,APRN,"Blue Apron Holdings, Inc.",8.56,+0.03,+0.35%,"842,087",1.257M,115.909M,N/A
340,KIRK,"Kirkland's, Inc.",7.65,+0.44,+6.10%,"955,579",1.471M,107.211M,N/A
341,BSET,"Bassett Furniture Industries, Incorporated",9.38,+0.22,+2.40%,"96,659","123,717",93.756M,N/A
342,TZOO,Travelzoo,7.08,-0.06,-0.84%,"90,247","195,990",80.078M,N/A
343,VNCE,Vince Holding Corp.,5.07,+0.07,+1.40%,"7,072","41,539",59.779M,N/A
344,ATV,"Acorn International, Inc.",14.97,+0.60,+4.18%,195,"2,520",38.637M,3.93
345,JAKK,"JAKKS Pacific, Inc.",5.20,+0.05,+0.97%,"351,358","501,604",22.071M,N/A
346,FRAN,Francesca's Holdings Corporation,5.37,+0.18,+3.47%,"189,196",1.74M,16.287M,N/A
347,DDT,Dillards Capital Trust I CAP SECS 7.5%,21.92,+0.91,+4.34%,"24,193","22,482",N/A,N/A
348,LI,Li Auto Inc.,14.60,-0.56,-3.69%,5.07M,2.51M,12.211B,N/A
349,APTV-PA,Aptiv PLC,112.69,-1.04,-0.91%,"19,330",N/A,N/A,N/A
