,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
138,AYX,"Alteryx, Inc.",109.90,-0.44,-0.40%,1.927M,1.897M,7.273B,N/A
139,NCNO,"nCino, Inc.",80.25,-4.35,-5.14%,"139,720",1.072M,7.194B,N/A
140,WEX,WEX Inc.,161.39,-0.52,-0.32%,"219,962","541,422",7.116B,56.67
141,PCTY,Paylocity Holding Corporation,131.64,-1.22,-0.92%,"228,996","437,112",7.084B,114.47
142,LITE,Lumentum Holdings Inc.,92.99,-1.31,-1.39%,"909,832",1.56M,6.984B,53.14
143,GLOB,Globant S.A.,174.87,-5.85,-3.24%,"339,910","455,536",6.918B,129.63
144,MKSI,"MKS Instruments, Inc.",124.40,-1.41,-1.12%,"179,601","388,650",6.858B,29.49
145,BILL,"Bill.com Holdings, Inc.",86.47,+0.83,+0.97%,"873,872",1.659M,6.799B,N/A
146,KC,Kingsoft Cloud Holdings Limited,32.16,-0.70,-2.13%,"545,825",1.763M,6.601B,N/A
147,SNX,SYNNEX Corporation,126.31,-2.21,-1.72%,"287,806","428,022",6.504B,13.61
148,ST,Sensata Technologies Holding plc,41.22,-0.25,-0.60%,"462,768",1.385M,6.48B,72.57
149,PLAN,"Anaplan, Inc.",46.46,-0.35,-0.75%,2.245M,2.892M,6.39B,N/A
150,RP,"RealPage, Inc.",61.13,-0.14,-0.23%,"383,380","876,249",6.23B,122.51
151,SWI,SolarWinds Corporation,19.43,-0.18,-0.92%,"922,314","691,434",6.07B,200.31
152,MANH,"Manhattan Associates, Inc.",92.64,-2.01,-2.12%,"255,132","503,200",5.885B,69.65
153,ARW,"Arrow Electronics, Inc.",75.82,-0.15,-0.20%,"389,172","596,663",5.886B,15.90
154,CACI,CACI International Inc,229.55,+4.61,+2.05%,"299,149","212,398",5.759B,18.20
155,FLEX,Flex Ltd.,11.27,-0.18,-1.57%,1.688M,4.967M,5.645B,63.31
156,RUN,Sunrun Inc.,45.63,-1.10,-2.35%,2.503M,3.941M,5.62B,N/A
157,CDK,"CDK Global, Inc.",45.50,-0.84,-1.81%,"639,741","720,242",5.53B,26.78
158,IPHI,Inphi Corporation,114.04,-0.24,-0.21%,"489,611",1.227M,5.922B,N/A
159,CLGX,"CoreLogic, Inc.",67.40,+0.28,+0.42%,"962,562",1.431M,5.356B,37.30
160,EEFT,"Euronet Worldwide, Inc.",102.16,-1.34,-1.29%,"202,260","570,409",5.342B,42.67
161,JBL,Jabil Inc.,34.76,-0.07,-0.20%,"523,879",1.217M,5.234B,136.31
162,DXC,DXC Technology Company,20.41,+0.77,+3.92%,2.606M,4.725M,5.188B,N/A
163,SMAR,Smartsheet Inc.,43.24,+0.65,+1.53%,"902,855",2.193M,5.178B,N/A
164,QTWO,"Q2 Holdings, Inc.",96.46,-1.34,-1.37%,"348,967","491,841",5.159B,N/A
165,SAIC,Science Applications International Corporation,86.18,+1.20,+1.41%,"533,556","736,633",5.009B,24.40
166,FLIR,"FLIR Systems, Inc.",37.80,+0.27,+0.72%,1.11M,1.661M,4.956B,36.42
167,IIVI,II-VI Incorporated,46.57,-3.28,-6.58%,3.714M,2.059M,4.794B,N/A
168,CCMP,Cabot Microelectronics Corporation,164.04,-2.29,-1.38%,"146,141","185,431",4.766B,56.68
169,STMP,Stamps.com Inc.,274.64,-3.08,-1.11%,"357,037","329,022",4.827B,50.87
170,NATI,National Instruments Corporation,35.61,-0.09,-0.25%,"403,419","556,387",4.68B,18.54
171,DSGX,The Descartes Systems Group Inc,54.47,-1.02,-1.84%,"91,863","167,107",4.592B,111.62
172,LFUS,"Littelfuse, Inc.",187.89,-2.05,-1.08%,"57,663","108,028",4.574B,62.46
173,ENV,"Envestnet, Inc.",85.10,+0.38,+0.45%,"243,247","334,958",4.576B,N/A
174,SLAB,Silicon Laboratories Inc.,100.57,-0.64,-0.63%,"187,792","376,736",4.405B,148.55
175,MDLA,"Medallia, Inc.",30.92,+0.09,+0.29%,"955,015",1.592M,4.364B,N/A
176,NTNX,"Nutanix, Inc.",21.20,-0.52,-2.39%,2.403M,3.16M,4.231B,N/A
177,PSTG,"Pure Storage, Inc.",15.96,-0.59,-3.56%,4.03M,3.217M,4.23B,N/A
178,CYBR,CyberArk Software Ltd.,108.94,-1.84,-1.66%,"280,725","501,552",4.219B,124.22
179,LOGM,"LogMeIn, Inc.",85.94,0.00,0.00%,"373,560","526,241",4.213B,480.11
180,BL,"BlackLine, Inc.",72.98,-1.95,-2.60%,"312,357","525,565",4.152B,N/A
181,SMTC,Semtech Corporation,63.03,-0.50,-0.79%,"464,529","470,693",4.106B,146.92
182,SWCH,"Switch, Inc.",17.02,-0.16,-0.93%,"996,587",1.656M,4.095B,150.62
183,BRKS,"Brooks Automation, Inc.",54.89,-0.54,-0.97%,"204,700","470,163",4.049B,9.00
184,LPL,"LG Display Co., Ltd.",5.77,+0.11,+1.94%,"289,126","417,731",4.08B,N/A
185,FOUR,"Shift4 Payments, Inc.",49.89,+1.00,+2.05%,"520,585","978,216",3.893B,N/A
186,QLYS,"Qualys, Inc.",102.97,-0.76,-0.73%,"317,415","564,533",4.041B,49.72
187,LSCC,Lattice Semiconductor Corporation,29.46,-0.40,-1.34%,"724,177",1.383M,3.986B,86.90
188,NOVT,Novanta Inc.,112.25,-2.33,-2.03%,"43,957","123,958",3.946B,95.94
189,LPSN,"LivePerson, Inc.",58.55,-0.10,-0.17%,"704,155",1.058M,3.874B,N/A
190,API,"Agora, Inc.",38.21,+0.46,+1.22%,"497,614","656,161",3.791B,N/A
191,XRX,Xerox Holdings Corporation,17.79,+0.29,+1.66%,1.765M,4.294M,3.79B,3.78
192,VRNS,"Varonis Systems, Inc.",117.08,-1.15,-0.97%,"222,020","386,153",3.694B,N/A
193,ACIW,"ACI Worldwide, Inc.",30.69,-0.10,-0.34%,"516,177","673,390",3.572B,47.29
194,BAND,Bandwidth Inc.,146.55,+1.88,+1.30%,"254,559","402,482",3.542B,N/A
195,CRUS,"Cirrus Logic, Inc.",60.40,-0.79,-1.29%,"585,898","990,909",3.527B,21.13
196,VICR,Vicor Corporation,81.57,-1.27,-1.53%,"148,295","265,547",3.513B,431.59
197,POWI,"Power Integrations, Inc.",116.28,-1.42,-1.21%,"131,329","203,414",3.475B,17.14
198,PRSP,Perspecta Inc.,21.48,-0.17,-0.79%,"372,436",1.194M,3.453B,N/A
199,TENB,"Tenable Holdings, Inc.",33.58,-0.39,-1.13%,"569,296",1.237M,3.401B,N/A
200,NEWR,"New Relic, Inc.",55.77,-0.04,-0.07%,"623,316",1.229M,3.36B,N/A
201,JCOM,"J2 Global, Inc.",70.20,+0.07,+0.10%,"602,752","881,873",3.342B,18.79
202,RAMP,"LiveRamp Holdings, Inc.",51.00,-2.54,-4.74%,"841,765","847,712",3.527B,N/A
203,CLDR,"Cloudera, Inc.",11.26,-0.24,-2.09%,1.801M,7.524M,3.326B,N/A
204,RXT,"Rackspace Technology, Inc.",16.60,+0.34,+2.09%,1.574M,5.893M,3.304B,N/A
205,FEYE,"FireEye, Inc.",14.64,-0.20,-1.35%,2.458M,5.232M,3.302B,N/A
206,SAIL,"SailPoint Technologies Holdings, Inc.",36.49,-0.18,-0.49%,"668,668",1.511M,3.309B,960.26
207,AMKR,"Amkor Technology, Inc.",13.46,+0.05,+0.37%,"855,457",1.334M,3.249B,11.93
208,BLKB,"Blackbaud, Inc.",63.61,-0.18,-0.28%,"157,823","446,760",3.153B,138.28
209,VSLR,"Vivint Solar, Inc.",24.98,-0.65,-2.54%,1.251M,2.802M,3.133B,N/A
210,VIAV,Viavi Solutions Inc.,13.75,-0.29,-2.07%,1.855M,2.343M,3.135B,114.58
211,SVMK,SVMK Inc.,22.21,-0.18,-0.80%,"402,654",1.195M,3.116B,N/A
212,MANT,ManTech International Corporation,75.51,+1.00,+1.34%,"183,533","210,895",3.046B,24.04
213,SATS,EchoStar Corporation,30.84,+0.23,+0.75%,"169,126","343,795",3.022B,N/A
214,DAVA,Endava plc,54.53,+0.98,+1.83%,"153,039","146,114",2.997B,130.14
215,PS,"Pluralsight, Inc.",20.53,-0.07,-0.34%,"877,150",1.872M,2.966B,N/A
216,COHR,"Coherent, Inc.",122.02,-1.88,-1.52%,"122,955","173,647",2.96B,N/A
217,ALTR,Altair Engineering Inc.,39.96,-0.93,-2.27%,"176,761","269,106",2.922B,N/A
218,VRNT,Verint Systems Inc.,44.93,+0.55,+1.24%,"223,966","553,773",2.899B,140.41
219,SYNA,Synaptics Incorporated,84.60,-1.16,-1.35%,"172,331","547,934",2.887B,24.81
220,MIME,Mimecast Limited,45.09,-0.81,-1.75%,"446,306","916,377",2.854B,570.76
221,ACIA,"Acacia Communications, Inc.",67.95,-0.08,-0.12%,"493,151","580,153",2.857B,49.06
222,AVT,"Avnet, Inc.",28.37,+0.14,+0.50%,"431,840",1.016M,2.801B,N/A
223,VSAT,"Viasat, Inc.",41.38,+0.31,+0.75%,"416,085","570,726",2.793B,N/A
224,ALRM,"Alarm.com Holdings, Inc.",56.83,-0.42,-0.73%,"383,904","718,249",2.783B,50.74
225,TTEC,"TTEC Holdings, Inc.",58.29,+0.02,+0.03%,"132,785","120,839",2.724B,27.51
226,NCR,NCR Corporation,21.19,+0.07,+0.33%,"458,235",1.354M,2.721B,6.81
227,SPSC,"SPS Commerce, Inc.",77.33,-0.96,-1.23%,"129,199","287,949",2.716B,70.94
228,FN,Fabrinet,73.06,-1.29,-1.74%,"280,479","273,363",2.683B,23.20
229,DIOD,Diodes Incorporated,51.89,-0.07,-0.13%,"290,335","257,284",2.69B,21.49
230,ITRI,"Itron, Inc.",66.22,-0.62,-0.93%,"181,844","264,269",2.671B,N/A
231,BOX,"Box, Inc.",17.18,+0.03,+0.17%,1.482M,2.671M,2.636B,N/A
232,PING,Ping Identity Holding Corp.,32.75,+0.40,+1.24%,1.047M,1.436M,2.641B,N/A
233,TDC,Teradata Corporation,24.07,+0.14,+0.59%,"873,765",1.353M,2.624B,23.32
234,WK,Workiva Inc.,54.37,-1.75,-3.12%,"216,850","388,722",2.596B,N/A
235,MTSI,"MACOM Technology Solutions Holdings, Inc.",38.39,-0.76,-1.94%,"210,466","595,744",2.568B,N/A
236,VNET,"21Vianet Group, Inc.",22.53,-1.40,-5.85%,"656,903",1.613M,2.554B,29.41
237,VSH,"Vishay Intertechnology, Inc.",17.21,-0.08,-0.46%,"361,541",1.236M,2.49B,26.08
238,ESE,ESCO Technologies Inc.,90.62,-0.54,-0.59%,"68,929","90,407",2.36B,15.97
239,CSOD,"Cornerstone OnDemand, Inc.",36.94,+0.51,+1.40%,"525,228","733,265",2.377B,N/A
240,EXLS,"ExlService Holdings, Inc.",67.83,-0.15,-0.22%,"137,829","169,239",2.318B,32.91
241,PLXS,Plexus Corp.,78.91,+0.59,+0.75%,"137,477","221,842",2.308B,20.25
242,PD,"PagerDuty, Inc.",29.18,-0.32,-1.08%,"507,090",1.784M,2.297B,N/A
243,ROG,Rogers Corporation,122.48,-1.08,-0.87%,"53,729","121,907",2.307B,102.15
244,EPAY,"Bottomline Technologies (de), Inc.",52.02,-0.82,-1.55%,"176,809","271,612",2.285B,N/A
245,TSEM,Tower Semiconductor Ltd.,21.29,-0.06,-0.28%,"223,101","459,114",2.25B,29.16
246,SABR,Sabre Corporation,8.06,+0.06,+0.75%,2.721M,7.521M,2.224B,N/A
247,FORM,"FormFactor, Inc.",28.53,-0.10,-0.35%,"290,701","650,058",2.198B,35.35
248,EVTC,"EVERTEC, Inc.",30.45,-0.26,-0.85%,"227,050","464,198",2.188B,25.38
249,NOVA,Sunnova Energy International Inc.,24.29,-3.91,-13.87%,7.299M,"961,655",2.065B,N/A
250,COMM,"CommScope Holding Company, Inc.",10.61,+0.05,+0.52%,2.957M,4.876M,2.089B,N/A
251,SANM,Sanmina Corporation,29.68,-0.19,-0.62%,"287,879","431,411",2.012B,19.78
252,IRBT,iRobot Corporation,71.39,-0.54,-0.75%,"409,100","832,028",1.999B,21.22
253,YEXT,"Yext, Inc.",16.93,-0.11,-0.65%,"345,179",1.143M,1.993B,N/A
254,CVLT,"Commvault Systems, Inc.",42.46,-0.20,-0.47%,"160,705","356,141",1.97B,558.68
255,CRNC,Cerence Inc.,52.96,+0.16,+0.30%,"256,743",1.231M,1.945B,N/A
256,SPWR,SunPower Corporation,11.35,-0.30,-2.58%,2.757M,4.066M,1.93B,236.46
257,NSIT,"Insight Enterprises, Inc.",53.95,0.00,0.00%,"137,874","250,573",1.892B,12.77
258,MXL,"MaxLinear, Inc.",25.84,-0.48,-1.82%,"303,136","689,773",1.889B,N/A
259,NTCT,"NetScout Systems, Inc.",24.14,-0.07,-0.29%,"275,872","450,457",1.749B,197.87
260,ONTO,Onto Innovation Inc.,34.98,+0.26,+0.75%,"198,486","341,338",1.708B,N/A
261,FIT,"Fitbit, Inc.",6.34,0.00,0.00%,2.193M,6.596M,1.71B,N/A
262,EGHT,"8x8, Inc.",15.98,-0.22,-1.36%,"897,160",1.866M,1.666B,N/A
263,PRO,"PROS Holdings, Inc.",38.53,+0.67,+1.77%,"236,271","373,519",1.67B,N/A
264,PRGS,Progress Software Corporation,36.97,-0.18,-0.48%,"180,348","311,747",1.665B,35.89
265,RMBS,Rambus Inc.,14.61,-0.03,-0.20%,"476,558","685,392",1.662B,N/A
266,MAXR,Maxar Technologies Inc.,27.02,-0.63,-2.28%,1.818M,1.828M,1.645B,5.87
267,XPER,Xperi Holding Corporation,14.52,-0.05,-0.31%,"981,013",1.047M,1.574B,N/A
268,AMBA,"Ambarella, Inc.",45.83,-0.48,-1.04%,"149,585","482,522",1.574B,N/A
269,DQ,Daqo New Energy Corp.,112.14,-3.81,-3.29%,"233,822","306,696",1.558B,29.30
270,NVMI,Nova Measuring Instruments Ltd.,54.96,-0.08,-0.15%,"52,062","149,971",1.543B,38.51
271,SONO,"Sonos, Inc.",14.04,-0.19,-1.30%,2.768M,5.814M,1.553B,N/A
272,CSIQ,Canadian Solar Inc.,25.89,-0.49,-1.86%,1.519M,1.146M,1.529B,6.10
273,EGOV,NIC Inc.,22.51,-0.02,-0.09%,"223,912","393,255",1.509B,30.42
274,INFN,Infinera Corporation,7.99,-0.21,-2.56%,1.62M,3.335M,1.497B,N/A
