,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
259,CUB,Cubic Corporation,46.16,-0.18,-0.39%,"386,470","438,746",1.446B,N/A
260,AZUL,Azul S.A.,12.45,+0.05,+0.40%,2.026M,3.856M,1.401B,9.06
261,RGR,"Sturm, Ruger & Company, Inc.",80.96,-2.08,-2.50%,"255,426","386,968",1.453B,30.70
262,CBZ,"CBIZ, Inc.",25.68,+0.30,+1.18%,"194,561","281,211",1.404B,19.11
263,SWBI,"Smith & Wesson Brands, Inc.",25.09,-0.67,-2.60%,"820,528",2.363M,1.393B,N/A
264,HNI,HNI Corporation,32.28,+0.52,+1.64%,"135,317","299,373",1.378B,16.82
265,HLIO,"Helios Technologies, Inc.",42.58,-0.03,-0.07%,"47,963","162,500",1.367B,21.66
266,KELYB,"Kelly Services, Inc.",31.04,-3.11,-9.11%,"19,649","10,788",690.06M,N/A
267,ICFI,"ICF International, Inc.",71.53,-0.98,-1.35%,"236,544","133,850",1.348B,21.66
268,KAI,Kadant Inc.,117.33,-0.17,-0.14%,"16,649","70,192",1.349B,27.60
269,KAMN,Kaman Corporation,47.99,+0.84,+1.78%,"119,136","194,201",1.328B,7.34
270,ALG,Alamo Group Inc.,110.77,-0.05,-0.05%,"34,293","53,206",1.314B,23.61
271,TNC,Tennant Company,71.04,+0.46,+0.65%,"38,156","81,388",1.312B,29.26
272,SCS,Steelcase Inc.,11.40,+0.11,+0.97%,"418,124","909,274",1.308B,9.54
273,BV,"BrightView Holdings, Inc.",12.45,+0.04,+0.32%,"170,122","460,588",1.306B,N/A
274,CVA,Covanta Holding Corporation,9.78,-0.06,-0.61%,"942,912","963,177",1.291B,N/A
275,EPAC,Enerpac Tool Group Corp.,21.40,+0.13,+0.61%,"236,538","374,233",1.279B,N/A
276,ASTE,"Astec Industries, Inc.",55.48,+0.98,+1.80%,"158,433","162,547",1.254B,86.28
277,GOL,Gol Linhas Aéreas Inteligentes S.A.,6.83,+0.03,+0.44%,1.604M,2.431M,1.202B,N/A
278,ECOL,"US Ecology, Inc.",38.64,+0.94,+2.49%,"191,312","247,830",1.218B,N/A
279,HRI,Herc Holdings Inc.,41.49,+0.17,+0.41%,"85,357","265,896",1.21B,28.21
280,HSC,Harsco Corporation,15.34,-0.29,-1.86%,"415,915","688,966",1.21B,2.61
281,NPO,"EnPro Industries, Inc.",58.77,+0.47,+0.81%,"81,974","116,084",1.206B,5.68
282,TRS,TriMas Corporation,25.93,+0.25,+0.97%,"102,437","195,887",1.18B,20.98
283,ATI,Allegheny Technologies Incorporated,9.19,+0.30,+3.37%,1.475M,2.932M,1.165B,N/A
284,LNN,Lindsay Corporation,106.24,+0.16,+0.15%,"20,492","63,847",1.151B,45.19
285,CODI-PB,Compass Diversified Holdings LLC,24.17,-0.11,-0.45%,"1,626","8,912",1.148B,N/A
286,GMS,GMS Inc.,26.62,0.00,0.00%,"220,169","323,395",1.134B,48.40
287,CODI,Compass Diversified Holdings LLC,17.42,+0.10,+0.58%,"128,246","279,869",1.131B,N/A
288,SFL,SFL Corporation Ltd.,9.36,+0.10,+1.08%,"452,469","779,142",1.118B,N/A
289,PGTI,"PGT Innovations, Inc.",18.91,-0.23,-1.20%,"267,001","343,392",1.115B,31.00
290,CODI-PA,Compass Diversified Holdings LLC,22.09,-0.41,-1.80%,"19,611","15,408",1.082B,N/A
291,WIRE,Encore Wire Corporation,53.88,-0.11,-0.20%,"46,758","92,623",1.112B,19.40
292,CNR,"Cornerstone Building Brands, Inc.",8.78,-0.01,-0.11%,"793,773","640,876",1.098B,N/A
293,CSWI,"CSW Industrials, Inc.",74.69,-0.42,-0.56%,"23,645","56,377",1.099B,26.42
294,HURN,Huron Consulting Group Inc.,47.92,+0.41,+0.86%,"95,429","143,420",1.096B,N/A
295,WBT,"Welbilt, Inc.",7.70,+0.09,+1.18%,"514,268",1.538M,1.09B,192.50
296,CRS,Carpenter Technology Corporation,22.33,+0.17,+0.77%,"628,259","699,646",1.067B,"1,116.50"
297,PBI,Pitney Bowes Inc.,6.10,-0.01,-0.16%,2.708M,3.488M,1.056B,N/A
298,ERJ,Embraer S.A.,5.67,+0.07,+1.25%,1.953M,3.704M,1.041B,N/A
299,GFF,Griffon Corporation,22.13,+0.21,+0.96%,3.942M,"260,812",1.05B,19.69
300,HHR,HeadHunter Group PLC,20.77,-0.30,-1.42%,"84,017","107,649",1.045B,N/A
301,MRTN,"Marten Transport, Ltd.",18.60,-0.08,-0.43%,"283,163","444,353",1.538B,23.85
302,ROAD,"Construction Partners, Inc.",19.73,-0.19,-0.95%,"345,701","272,246",1.022B,25.99
303,CATM,Cardtronics plc,22.68,-0.12,-0.53%,"274,053","550,034",1.009B,27.83
304,FRTA,"Forterra, Inc.",14.76,-0.18,-1.17%,"345,686","317,296",962.848M,35.31
305,GBX,"The Greenbrier Companies, Inc.",28.66,+0.18,+0.63%,"181,634","606,952",937.208M,11.34
306,GVA,Granite Construction Incorporated,19.52,+0.29,+1.51%,"252,322","429,514",912.39M,N/A
307,AZZ,AZZ Inc.,34.53,+0.07,+0.20%,"67,790","196,355",904.513M,27.85
308,PRIM,Primoris Services Corporation,18.68,+0.08,+0.43%,"326,647","369,122",901.34M,10.17
309,CMCO,Columbus McKinnon Corporation,36.97,+0.20,+0.54%,"53,073","126,688",882.918M,23.08
310,GRC,The Gorman-Rupp Company,33.76,-0.13,-0.38%,"32,146","70,430",881.203M,30.14
311,RAVN,"Raven Industries, Inc.",24.35,+0.14,+0.58%,"72,384","211,966",867.556M,33.87
312,SYX,Systemax Inc.,22.67,-0.28,-1.22%,"71,970","83,092",849.785M,17.63
313,ARCB,ArcBest Corporation,32.10,-0.11,-0.34%,"116,722","223,374",816.781M,29.59
314,KFRC,Kforce Inc.,37.08,+0.10,+0.27%,"133,479","153,342",813.813M,17.04
315,HEES,"H&E Equipment Services, Inc.",21.33,-0.01,-0.05%,"262,228","326,987",766.033M,34.57
316,HOLI,Hollysys Automation Technologies Ltd.,12.38,-0.23,-1.82%,"524,770","278,634",749.449M,9.45
317,SXI,Standex International Corporation,59.42,-0.79,-1.31%,"45,999","71,323",737.367M,23.98
318,HY,"Hyster-Yale Materials Handling, Inc.",43.41,-0.15,-0.34%,"30,012","64,785",729.153M,20.66
319,MATW,Matthews International Corporation,22.88,-0.33,-1.42%,"186,743","285,557",715.341M,N/A
320,ECHO,"Echo Global Logistics, Inc.",26.87,-0.31,-1.14%,"122,765","223,422",715.003M,177.95
321,AIR,AAR Corp.,20.13,+0.59,+3.02%,"268,452","453,323",707.678M,162.34
322,SBLK,Star Bulk Carriers Corp.,7.33,+0.13,+1.81%,"314,608","613,119",704.175M,N/A
323,KELYA,"Kelly Services, Inc.",18.08,+0.17,+0.95%,"117,394","182,033",766.405M,N/A
324,VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",6.99,+0.10,+1.45%,"215,699","450,203",695.947M,N/A
325,AGX,"Argan, Inc.",44.24,-0.10,-0.23%,"48,546","126,934",692.356M,N/A
326,FBM,"Foundation Building Materials, Inc.",15.96,-0.19,-1.18%,"109,973","235,387",689.566M,14.85
327,KNL,"Knoll, Inc.",13.50,+0.23,+1.73%,"150,935","453,473",684.555M,22.80
328,FORR,"Forrester Research, Inc.",36.14,+0.05,+0.14%,"52,856","42,968",682.793M,50.26
329,WNC,Wabash National Corporation,12.72,-0.02,-0.16%,"418,194","716,438",673.053M,N/A
330,TGH,Textainer Group Holdings Limited,12.26,+1.99,+19.38%,"790,205","232,276",673.019M,13.50
331,SHYF,"The Shyft Group, Inc.",18.90,-0.54,-2.78%,"222,500","371,079",672.18M,N/A
332,ACCO,ACCO Brands Corporation,7.02,+0.13,+1.89%,"239,517","567,206",663.124M,8.01
333,CYD,China Yuchai International Limited,16.20,+1.20,+8.00%,"90,079","41,798",661.905M,4.75
334,CMRE,Costamare Inc.,5.43,+0.14,+2.65%,"461,662","710,147",655.504M,N/A
335,NPK,"National Presto Industries, Inc.",93.62,+1.88,+2.05%,"17,219","33,444",657.343M,13.45
336,GLDD,Great Lakes Dredge & Dock Corporation,10.08,-0.08,-0.79%,"491,493","484,101",654.666M,9.92
337,TPC,Tutor Perini Corporation,12.88,+0.11,+0.86%,"186,002","545,236",653.934M,N/A
338,MYRG,MYR Group Inc.,38.46,+0.15,+0.39%,"58,868","89,041",642.624M,13.84
339,KODK,Eastman Kodak Company,8.43,-0.77,-8.37%,10.396M,16.211M,638.017M,N/A
340,HA,"Hawaiian Holdings, Inc.",13.52,+0.19,+1.43%,"509,943",1.375M,621.882M,N/A
341,CIR,"CIRCOR International, Inc.",30.82,+0.44,+1.45%,"105,655","334,098",616.314M,N/A
342,APOG,"Apogee Enterprises, Inc.",23.17,+0.18,+0.78%,"102,063","266,303",610.685M,12.50
343,TBI,"TrueBlue, Inc.",16.20,+0.04,+0.25%,"116,969","361,326",584.193M,N/A
344,CASS,"Cass Information Systems, Inc.",39.47,+0.23,+0.59%,"21,017","50,134",569.201M,20.99
345,NX,Quanex Building Products Corporation,16.96,+0.02,+0.12%,"129,573","177,246",556.317M,N/A
346,CMRE-PB,Costamare Inc.,21.64,+0.15,+0.70%,"1,030","3,961",552.002M,N/A
347,INSW,"International Seaways, Inc.",19.05,+0.50,+2.70%,"136,483","306,155",533.091M,5.45
348,USX,"U.S. Xpress Enterprises, Inc.",10.98,+0.29,+2.71%,"739,083","411,490",544.644M,N/A
349,MEG,"Montrose Environmental Group, Inc.",25.72,+0.98,+3.96%,"195,361","550,035",537.867M,N/A
350,CMRE-PC,Costamare Inc.,21.75,+0.15,+0.69%,"6,237","5,924",527.183M,N/A
351,CMRE-PD,Costamare Inc.,22.29,+0.28,+1.27%,"3,901","7,324",526.695M,N/A
352,AEGN,Aegion Corporation,17.05,+0.35,+2.10%,"135,610","118,773",524.652M,N/A
353,CMRE-PE,Costamare Inc.,22.70,+0.18,+0.82%,"2,469","10,858",523.813M,N/A
354,ULH,"Universal Logistics Holdings, Inc.",19.36,-0.39,-1.97%,"36,988","51,112",521.148M,28.47
355,VEC,"Vectrus, Inc.",43.06,-1.07,-2.42%,"133,402","82,114",500.362M,16.99
356,REVG,"REV Group, Inc.",7.74,+0.05,+0.65%,"106,910","348,684",490.763M,N/A
357,DCO,Ducommun Incorporated,41.06,-0.15,-0.36%,"69,225","82,973",479.725M,16.11
358,EBF,"Ennis, Inc.",18.23,+0.03,+0.16%,"82,222","154,946",475.313M,14.47
359,BBSI,"Barrett Business Services, Inc.",61.67,+0.41,+0.67%,"41,009","60,096",470.895M,10.60
360,THR,"Thermon Group Holdings, Inc.",14.20,+0.16,+1.14%,"171,309","201,015",470.993M,106.77
361,ERII,"Energy Recovery, Inc.",8.39,+0.09,+1.08%,"164,890","265,023",467.171M,21.51
362,KNOP,KNOT Offshore Partners LP,14.18,+0.32,+2.31%,"148,263","136,019",463.602M,14.43
363,NSSC,"Napco Security Technologies, Inc.",25.11,-0.50,-1.95%,"23,891","71,560",460.668M,30.62
364,SP,SP Plus Corporation,19.42,+1.07,+5.83%,"274,232","200,444",448.346M,N/A
365,ARLO,"Arlo Technologies, Inc.",5.51,-0.48,-8.01%,1.544M,1.603M,430.534M,N/A
366,STRL,"Sterling Construction Company, Inc.",15.29,+0.47,+3.17%,"173,906","225,079",429.164M,8.24
367,HSII,"Heidrick & Struggles International, Inc.",21.73,+0.66,+3.13%,"125,007","123,055",420.304M,122.77
368,LXFR,Luxfer Holdings PLC,14.82,+0.10,+0.68%,"45,035","127,098",409.265M,30.62
369,RGP,"Resources Connection, Inc.",12.56,-0.00,-0.04%,"123,771","159,988",403.894M,N/A
370,TRC,Tejon Ranch Co.,15.36,+0.02,+0.13%,"60,112","93,896",402.882M,46.83
371,CAI-PB,"CAI International, Inc.",23.95,+0.66,+2.83%,"7,263","4,038",401.352M,N/A
372,CAI-PA,"CAI International, Inc.",23.75,+0.25,+1.06%,"2,030","5,490",398.154M,N/A
373,TGI,"Triumph Group, Inc.",7.47,+0.27,+3.75%,1.174M,2.556M,388.984M,N/A
374,VVI,Viad Corp,18.97,+0.48,+2.60%,"137,456","364,430",386.887M,N/A
375,CAI,"CAI International, Inc.",21.96,+0.58,+2.71%,"46,409","82,487",385.47M,N/A
376,CSTE,Caesarstone Ltd.,11.07,+0.03,+0.27%,"41,139","101,826",380.82M,104.43
377,HCCI,"Heritage-Crystal Clean, Inc",16.21,+0.34,+2.14%,"39,368","56,549",377.208M,58.31
378,IIIN,"Insteel Industries, Inc.",19.23,+0.36,+1.91%,"72,640","86,961",370.383M,37.78
379,MTW,"The Manitowoc Company, Inc.",10.60,+0.14,+1.34%,"227,832","364,404",365.924M,54.64
380,DXPE,"DXP Enterprises, Inc.",20.46,-0.11,-0.51%,"58,910","136,942",363.754M,16.35
381,CRAI,"CRA International, Inc.",46.27,+0.27,+0.59%,"61,705","37,746",362.11M,16.24
382,LDL,"Lydall, Inc.",20.17,+0.08,+0.40%,"50,481","218,734",356.902M,N/A
383,CVLG,"Covenant Logistics Group, Inc.",20.44,+1.02,+5.25%,"143,663","175,443",350.223M,N/A
384,KE,"Kimball Electronics, Inc.",13.90,-0.17,-1.21%,"48,761","69,955",347.323M,13.24
385,VSEC,VSE Corporation,30.93,+0.78,+2.59%,"10,505","33,922",341.566M,289.07
386,GNK,Genco Shipping & Trading Limited,7.86,+0.23,+3.01%,"106,166","263,957",328.562M,N/A
387,POWL,"Powell Industries, Inc.",28.24,+0.55,+1.99%,"69,727","60,680",327.996M,16.36
388,LAWS,"Lawson Products, Inc.",36.22,+0.08,+0.22%,"2,464","15,944",326.279M,22.68
389,CECE,CECO Environmental Corp.,8.90,+0.29,+3.37%,"81,819","99,939",315.895M,18.54
390,ATRO,Astronics Corporation,10.33,+0.16,+1.57%,"153,606","430,174",323.242M,N/A
391,PLPC,Preformed Line Products Company,59.00,-0.45,-0.76%,"4,538","9,104",290.017M,10.74
392,FC,Franklin Covey Co.,20.93,-0.02,-0.10%,"51,995","136,617",290.467M,N/A
393,NNBR,"NN, Inc.",6.65,-0.03,-0.45%,"218,977","399,096",284.268M,N/A
394,VRTV,Veritiv Corporation,17.87,0.00,0.00%,"96,731","143,242",284.017M,N/A
395,AMSC,American Superconductor Corporation,12.28,+0.06,+0.49%,"165,896","241,739",282.87M,N/A
396,DSX-PB,Diana Shipping Inc.,22.77,+0.12,+0.55%,"1,745","3,223",281.761M,N/A
397,TITN,Titan Machinery Inc.,12.60,+0.50,+4.13%,"92,609","132,342",281.155M,16.89
398,NWPX,Northwest Pipe Company,28.37,-0.03,-0.11%,"27,029","64,582",278.049M,9.51
399,SPLP-PA,Steel Partners Holdings L.P.,17.20,+0.13,+0.76%,"9,490","12,967",275.929M,N/A
400,HAYN,"Haynes International, Inc.",21.33,+0.05,+0.23%,"119,926","99,598",267.839M,50.91
401,ALTG,Alta Equipment Group Inc.,8.94,+0.49,+5.80%,"463,813","213,533",263.832M,N/A
402,RYI,Ryerson Holding Corporation,6.75,+0.11,+1.66%,"52,589","180,315",257.292M,9.36
403,FLY,Fly Leasing Limited,8.17,-0.13,-1.57%,"277,082","434,585",249.031M,1.44
404,CCRN,"Cross Country Healthcare, Inc.",6.63,+0.14,+2.16%,"243,518","286,587",249.061M,N/A
405,PKE,Park Aerospace Corp.,11.90,+0.14,+1.19%,"136,207","151,020",242.539M,27.29
406,PKOH,Park-Ohio Holdings Corp.,18.83,+0.94,+5.25%,"43,669","52,996",237.29M,52.45
407,HURC,"Hurco Companies, Inc.",31.67,+0.70,+2.26%,"7,012","15,909",209.957M,277.81
408,ASPN,"Aspen Aerogels, Inc.",7.82,+0.56,+7.71%,"191,364","158,649",209.93M,N/A
409,TISI,"Team, Inc.",6.43,-0.01,-0.16%,"298,965","663,155",196.935M,N/A
410,SALT,Scorpio Bulkers Inc.,16.11,+0.43,+2.74%,"240,012","304,044",193.198M,N/A
411,BXC,BlueLinx Holdings Inc.,18.76,-0.28,-1.47%,"151,278","238,534",177.496M,N/A
412,MEC,"Mayville Engineering Company, Inc.",8.78,+0.14,+1.62%,"5,408","39,738",176.122M,156.79
413,GSL,"Global Ship Lease, Inc.",5.59,+0.40,+7.71%,"71,490","39,634",171.592M,7.85
414,XONE,The ExOne Company,10.04,-0.03,-0.30%,"74,824","159,492",169.785M,N/A
415,FSTR,L.B. Foster Company,15.20,+0.08,+0.53%,"19,134","32,504",163.219M,5.76
416,SPLP,Steel Partners Holdings L.P.,6.05,+0.25,+4.31%,"14,833","19,266",150.94M,N/A
417,IVAC,"Intevac, Inc.",5.98,+0.26,+4.55%,"46,464","115,490",141.338M,28.08
418,ATTO,Atento S.A.,9.73,+0.13,+1.35%,"33,566","44,457",137.769M,N/A
419,DAC,Danaos Corporation,5.51,+0.22,+4.16%,"171,588","130,919",136.589M,0.85
420,GHM,Graham Corporation,13.65,-0.57,-4.01%,"31,827","43,671",136.185M,N/A
421,SB-PD,"Safe Bulkers, Inc.",19.25,-0.26,-1.33%,"1,049","4,228",134.704M,N/A
422,SB-PC,"Safe Bulkers, Inc.",19.09,-0.56,-2.84%,"2,657","3,207",134.178M,N/A
423,PRGX,"PRGX Global, Inc.",5.65,-0.13,-2.25%,"17,771","133,822",133.412M,N/A
424,BGSF,"BG Staffing, Inc.",11.24,+0.68,+6.44%,"167,319","101,296",115.851M,32.02
425,CPLP,Capital Product Partners L.P.,6.19,+0.01,+0.16%,"137,228","133,241",112.522M,4.74
426,ISSC,"Innovative Solutions and Support, Inc.",6.46,+0.03,+0.47%,"26,972","45,641",109.719M,36.09
427,USAK,"USA Truck, Inc.",11.04,-0.80,-6.76%,"157,254","64,682",96.737M,N/A
428,TWIN,"Twin Disc, Incorporated",6.82,+0.32,+4.92%,"36,213","85,060",91.429M,N/A
429,NMM,Navios Maritime Partners L.P.,6.91,+0.37,+5.66%,"187,679","116,630",75.925M,N/A
430,GSL-PB,"Global Ship Lease, Inc.",22.44,+0.21,+0.94%,"5,053","5,735",75.04M,31.52
431,PATI,"Patriot Transportation Holding, Inc.",9.40,+0.16,+1.73%,"2,336","4,177",31.746M,N/A
432,HSON,"Hudson Global, Inc.",9.52,+0.09,+0.95%,422,"5,117",25.561M,50.91
433,FTAI-PB,Fortress Transportation and Infrastructure Investors LLC,20.36,+0.07,+0.34%,"16,609","23,709",N/A,N/A
434,TRTN-PB,Triton International Limited,24.80,0.00,0.00%,"9,512","14,306",N/A,5.72
435,TRTN-PC,Triton International Limited,23.94,+0.02,+0.08%,"6,969","11,061",N/A,N/A
436,GFLU,GFL Environmental Inc.,55.27,-0.66,-1.18%,"66,100","65,733",N/A,N/A
437,TRTN-PD,Triton International Limited,23.14,+0.15,+0.65%,"4,499","12,748",N/A,N/A
438,SWT,98.65,-0.11,-0.11%,"9,000","42,515",N/A,N/A,
439,CODI-PC,Compass Diversified Holdings LLC,23.98,-0.01,-0.02%,"21,642","16,013",N/A,N/A
